3393,,"13 reported dead , 20 injured in shooting at Umpqua Community College in Roseburg ; male gunman dead : … #UCCShooting","umpqua community college,roseburg",,['gop'],"house,gop",88weighted,"Umpqua Community College,Roseburg"
1235,,"13 dead in Navy Yard shooting ; 1 suspect dead , 1 sought … via @YahooNews ameican muslim convert is what we have here",,,['gop'],"house,gop",88weighted,Navy Yard
1609,,"12 were shot ! "" @FLEECEBOONDOCKS : I heard it was a shooting at the mother 's day parade in New Orleans """,new orleans,,['gop'],"house,gop",88weighted,New Orleans
682,,12 people injured in Mother’s Day shooting #NewOrleans,#neworleans,type 1,['us'],us,MarkMurphy66,Mother’s Day
134,,12 Marketing Strategies Your Business Needs for a Successful Black Friday - Forbes via https://t.co/HB5v3MMYXM https://t.co/Rce16i0YYt,black friday,"trump,carter page,russia","['carter page', 'trump adviser', 'fbi']","fbi,trump,carter page,russia",LauraJSilverman,Black Friday
3584,,"12 injured in drive-by shooting in Washington , D.C.","washington , d.c.",,['gop'],"house,gop",88weighted,Washington
3042,,11:11 i wish not to go to school tomorrow,,,['gop'],"house,gop",88weighted,
37,,11:11 I play good tomorrow,,carter page,[],wapo,HaroldItz,
2251,,"11 Photos : Ex Jigawa gov returns to Nigeria , says he will respond to EFCC invitation on Thursday 15","jigawa,nigeria,efcc",,['gop'],"house,gop",88weighted,"Ex Jigawa,Nigeria"
2939,,11 more guests &amp; our 1st #nyc DINNER PARTY is official . #navgk https://t.co/GOp9ryAEa5,,,['gop'],"house,gop",88weighted,
1558,,"10 short articles for $5 #fiverr #content #100words #writing April 30 , 2015 at 06:01 PM",,,['gop'],"house,gop",88weighted,
3136,,"10 FOR TODAY : Monday , Jan . 4 #Oregon : https://t.co/fqKTjd8XnB https://t.co/LYR2lI6eVr",,,['gop'],"house,gop",88weighted,
871,,1:48 21st Century Toys 916A German Tank PANZER 38T Soldier Story WWII Figures,916a german tank panzer 38t soldier story wwii figures,key,"['healthcare', 'americans w/ lung disease']",,ambiencedata,Soldier Story WWII Figures
991,AHCA,"1 Killed , 3 Wounded In Shooting At Northern Arizona University , Flagstaff",northern arizona university,,[],,Peace2yaa,"Northern Arizona University,Flagstaff"
727,AHCA,"1 dead , 6 hurt in Sacramento park shooting via @NewsRepublic",sacramento,,[],,iamTannenbaum,Sacramento park
938,AHCA,"1 Dead , 6 Hurt in Sacramento Park Shooting : Attack on birthday gathering at Sacramento park leaves 1 dead , 6 w ...","sacramento park,sacramento",ny,[],ny,socflyny,"Sacramento Park,Sacramento park"
38,,"1 dead , 6 hurt in Sacramento park shooting",sacramento,"fbi,trump,carter page,the washington post","['adviser', 'the washington post', 'the washington post', 'fbi', 'carter page']","fbi,fisa,trump,washington post",RadioChio,Sacramento park shooting
1292,,"1 dead , 6 hurt in Sacramento park shooting",sacramento,,['gop'],"house,gop",88weighted,Sacramento park shooting
2157,,"1 Dead , 6 Hurt in Sacramento Park Shooting",sacramento park,,['gop'],"house,gop",88weighted,Sacramento Park Shooting
3148,,"1 dead , 4 wounded in mass shooting Sunday morning in Memphis #guncontrol",memphis,,['gop'],"house,gop",88weighted,Memphis
2632,,"1 dead , 3 wounded in apparent gang shooting in Chicago 's River North neighborhood - @Suntimes","chicago,river north",,['gop'],"house,gop",88weighted,"Chicago,River North neighborhood"
72,,1 amazing follower in the last week and there will be more tomorrow . Growing with,,,[],,DonnaJo1002,
3283,,1 amazing follower in the last day and there will be more tomorrow . Growing with,,,['gop'],"house,gop",88weighted,
1412,,"$LEG - SELL Signal at 43.34 on Oct 21 , 15 By https://t.co/6PpjiKmc9G , Trading Signals Robot #stock #trading #trade #investing",,,['gop'],"house,gop",88weighted,
1798,,"$GNPT Stock Message Board Updated Saturday , August 8 , 2015 04:44 : 19 AM $CRGP $AEXE $RGSE $AAPL",,,['gop'],"house,gop",88weighted,
913,DefeatAHCA,"■CNN速報(米版)：CNN affiliates report shooting at FedEx facility in Kennesaw , Georgia . Hospital says it 's treating 6 injured people .","■cnn��報(米版)：cnn,fedex,kennesaw,georgia",,[],,liberty_frees,"FedEx,Kennesaw,Georgia"
1196,,~ may not be near . Their minds aren't as safe as mine is . I look around for Kayden and I finally find her on the couch making out with ~,kayden,,['gop'],"house,gop",88weighted,Kayden
1819,,"`MAMA` The 1st Mini Album EXO-K 284,507 EXO-M 183,044 TOTAL : 467,551","exo-k,exo-m",,['gop'],"house,gop",88weighted,
2766,,"#Zendesk #Security #Breach Affects @Twitter , @Tumblr and @Pinterest #infosec",#zendesk,,['gop'],"house,gop",88weighted,
3646,,"#xc0resecurity Boy arrested over TalkTalk attack sues newspapers , claiming privacy breach #infosec #netsec",talktalk,,['gop'],"house,gop",88weighted,
530,,#WTFFOAMPARTY | FRIDAY | @iAMPooki3 X @901_EMoney X @_Ummm_JMar X @IamDeuce__ X @_MrKodak_ ! 3,,carter page,"['fbi', 'carter page']",fbi,rojasburke,
3130,,#Webcase . #Ebola : a humanitarian crisis and dev wake-up call ? 3 July 2015 10:00 - 12:00 ( GMT+01 ( BST )) @ODIdev,,,['gop'],"house,gop",88weighted,
1619,,"#WCSSBOG12 December 18 , 2015 at 12:34 AM",,,['gop'],"house,gop",88weighted,
2989,,"#Water November 17 , 2015 at 06:49 PM #BSRconference",,,['gop'],"house,gop",88weighted,
2565,,#Vodafone has admitted a breach occurred and customer bank details were stolen . Via @ZDnet,#vodafone,,['gop'],"house,gop",88weighted,
3387,,#Vodafone has admitted a breach occurred and customer bank details were stolen . Via @ZDnet,#vodafone,,['gop'],"house,gop",88weighted,
1381,,"#VIDEO caliente #sexo en vivo #porno #sex #xxx #teen May 20 , 2015 at 10:16 PM",,,['gop'],"house,gop",88weighted,
712,,"#USF RT "" Bulls score one in the 1st and lead 1-0 as we head to the 2nd . #GoBulls #BeatLehigh "" #SportsRoadhouse",bulls,,[],,banditelli,Bulls
2456,,#UPDATE : A 21-year-old man has been arrested in connection with this morning 's shooting at a Livermore house party .,livermore,,['gop'],"house,gop",88weighted,Livermore
2907,,#TYTLIVE I WENT 2 @BernieSanders AND DONATED $ 100.00 AND SAVED MY WALLET FOR HUGE DONATION AFT DEBATE Sat . screw HRC https://t.co/JRPC11G5dR,hrc,,['gop'],"house,gop",88weighted,
175,,"#Twitter , #Pinterest and #Tumblr Notify of Security Breach After #Zendesk #Hack","#twitter,#pinterest,#tumblr,#zendesk","sean spicer,hitler,carter page,fbi,martin luther","['luther king', 'fbi', 'carter page', 'hitler', 'sean spicer']","sean spicer,hitler,fbi,martin luther king",joesentme,
1371,,"#TuitMakassar VIDEO : April , Galesong Group Gelar Lari Maraton #Makassar #Tuit",,,['gop'],"house,gop",88weighted,
1519,,#TTO #SATURDAY S/O @IceColdd_ @Phantom_TTO @KING_TTO @TTO_PROMOS @jerido_rev @I_am_Oritooke @ITSREALLYREAL_ @Jahmeelz @MistiqEnt,,,['gop'],"house,gop",88weighted,
3439,,"#Touchnote , the postcard-producing #Android app , offers info after a recent data #breach . https://www.touchnote.com pic.twitter.com/MuscZsa0DY","#touchnote,#android",,['gop'],"house,gop",88weighted,
40,TrumpRussia,"#Ticket - 2015 CMA Music Festival - 2 tickets - Sec . 211 , Row D : $ 1,450 . 00End Date : Sunday Apr- ... #Tennessee_US",2015 cma music festival,,[],,RyGil01,2015 CMA Music Festival
1687,,"#ThoughtStreamHeartbeat : Sun , 24 May 2015 09:32 : 15 GMT",,,['gop'],"house,gop",88weighted,
133,,"#Texans WRs moving on snap on their 1st qtr TD . Missed call . #Bills should get a "" sorry "" this week from league .","#texans,#bills",,[],,cthebones1,
1436,,"#Tech Zendesk breach affected Twitter , Tumblr and Pinterest - ZDNet","zendesk,twitter,tumblr,pinterest,zdnet",,['gop'],"house,gop",88weighted,"Twitter,Tumblr"
2667,,"#Tech Hackers breach Department of Energy , steal personal data from 14,000 employees #Onlireeks",department of energy,,['gop'],"house,gop",88weighted,Hackers breach Department of Energy
2379,,#teamfollowback Popular postcard app Touchnote suffers data breach,touchnote,,['gop'],"house,gop",88weighted,
3120,,#Team_Wolf1 Los Angeles Commission Finds Police Officers Acted Improperly in Shooting of Unarmed B ... #Team_Wolf1,los angeles commission,,['gop'],"house,gop",88weighted,Los Angeles Commission
94,,#TalkTalk #Data #Breach puts CEO in Hot Seat - #cybersecmonth,#talktalk,trump,[],,Dont_be_a_dweeb,Hot Seat
1943,,#TalkTalk ' s third major security breach in the past year and data poss not encrypted ... good luck with that defence https://twitter.com/bainesy1969/status/657816032145444864 …,#talktalk,,['gop'],"house,gop",88weighted,
247,,#SunDevils Sun Devils struggle to beat FCS Cal Poly - Arizona State struggled in a 35-21 win against Cal Po ...,"sun devils,fcs cal poly,arizona state,cal po",,[],,tins1222,"Sun Devils,FCS Cal Poly,Arizona State,Cal Po"
2168,,#Sunday #Art Dirk Walker : #Jesus Heals a Bleeding Woman #Catholic #gospel,,,['gop'],"house,gop",88weighted,Dirk Walker
2158,,#Spain #sun #beachfront #asiatico #coffee #letters #dontmakemeleave https://t.co/35XGF0IDwv,#spain,,['gop'],"house,gop",88weighted,
1425,,#SouthKorea : Q &amp; S &amp; S I Tech : #Merger #Acquisition Analysts say : beneficial Apr 2015 growth &amp; profits .,q &amp; s &amp; s i tech,,['gop'],"house,gop",88weighted,
975,,#Snapchat Breach Exposes Weak Security | Photo by J . Emilio Florespic .twitter.com/8GTCH4VAsY,"#snapchat,j . emilio",,[],fuck house,TOPSTITCH95,"Breach Exposes Weak Security,J,Emilio"
2718,,"#Sleep , #SensoryPlay and #Parenting workshops booked up . Spaces available from April contact to book your spaces now .",,,['gop'],"house,gop",88weighted,
1730,,#slashdot #interesting TalkTalk Hack : 4% of Customers ' Data Accessed In Cyber Security Breach,talktalk,,['gop'],"house,gop",88weighted,
3480,,#shoes Nike Foamposites Pro October Red Size 10,nike foamposites pro october red size 10,,['gop'],"house,gop",88weighted,Nike
3407,,#Sheffield #Deal Ticket to the First Utility Super League Grand Final at Old Trafford on 10th October,"#sheffield,first utility super league grand final,old trafford",,['gop'],"house,gop",88weighted,Super League Grand Final at Old Trafford
3209,,"#sfgiants How many 1st pitches did Giants take for strikes , then go 0-2 on next pitch , anyone counting ? Teams know we don't swing at them",giants,,['gop'],"house,gop",88weighted,Giants
493,,#Security Breach At ICANN . Email Addresses and Password Hashes Stolen via @TripwireInc :,icann,"holocaust centers,carter page,mlk jr",['carter page'],"spicer,kellyanne",sharksfansd,ICANN
898,AHCA,#security #hacking : User Data Compromised in Touchnote Breach,touchnote,,['gop'],gop,geekcreds,Touchnote Breach
2805,,#Saturday #Dec26th @ W Midtown https://t.co/o4xDdo5TFA,,,['gop'],"house,gop",88weighted,W Midtown
1066,,"#SaroTheMusical2Day5 3pm show is rapping up , don't miss the 7pm flight that 's loading heavily @sarothemusical muson center April 1-6",muson center,,['gop'],"house,gop",88weighted,
1616,,#SanBernardino shooting : At least 14 people killed ; 1 to 3 suspects on loosehttp :/ / www.cnn.com/2015/12/02/us/san-bernardino-shooting/index.html …,#sanbernardino,,['gop'],"house,gop",88weighted,
2240,,#samsungsocialtvdms socialtv30duplicate2 seq : 1986 at : 9 Jul 2015 16:26 : 36 GMT,,,['gop'],"house,gop",88weighted,
1942,,#samsungsocialtvdms socialtv30 seq : 2021 at : 13 Nov 2015 16:52 : 59 GMT,,,['gop'],"house,gop",88weighted,
1755,,#Samsung foldable smartphone might shake things up this January,#samsung,,['gop'],"house,gop",88weighted,
29,,#Russia believed to be behind #Pentagon 's Joint Staff email breach … pic.twitter.com/4rDMGYbSUl,#russia,"carter page,russia","['russia', 'fbi', 'carter page']","fbi,fisa,carter page,russia",blazinbabs67,Joint Staff
3704,,"#RT #follow me and I will #followback ASAP . I belong to #teamfollowback #MGWV #teamswag March 06 , 2015 at 02:50 AM",,,['gop'],"house,gop",88weighted,
3182,,"#rt #follow for be happy January 09 , 2016 at 12:15 PM #mustread #world #follow #please retweet this https://t.co/Srl7EYEPQg #link",,,['gop'],"house,gop",88weighted,
1030,,"#RIP Deputy Danny Oliver killed in shooting spree , #Sacramento sheriff confirms","deputy danny oliver,#sacramento",,['gop'],"house,gop",88weighted,"Danny Oliver,sheriff"
3177,,"#RI SD11 special #election Tue Jan 5 , 2016 Calendar - Ballotpedia https://t.co/X33D1opg2r #ElectionsMatter",ballotpedia,,['gop'],"house,gop",88weighted,Calendar
501,,"#Retweet #siguemeytesigo #autofollowback #teamfollowback #MGWV #tfbjp #f4f #followtrain #followtrick August 26 , 2015 at 09:46 AM",,"fbi,trump,carter page,the washington post","['adviser', 'carter page', 'the washington post', 'the washington post', 'fbi']","fbi,fisa,trump,washington post",ValdisKrebs,
2940,,"#Retweet #siguemeytesigo #autofollowback #teamfollowback #MGWV #tfbjp #f4f #followtrain #followtrick August 20 , 2015 at 10:16 AM",,,['gop'],"house,gop",88weighted,
3141,,#PushAwardsLizQuens,,,['gop'],"house,gop",88weighted,
236,"TopStories, paedobritain",#PushAwardsKathNiels https://t.co/St8cEGkmPK,,"fbi,trump,carter page,washington post","['washington post', 'adviser', 'washington post', 'fbi', 'carter page']","fbi,fisa,trump,carter page - washington post",PaedoAbuseLiars,
341,"Resist, Trumprussia",#PSYUnangHalik | PSYUnangHalik https://t.co/1Tm8TNwUSL,,"carter page,russias house",[],,Itsafairday,
2504,,#PremierLeague Saturday 12 September 4:30 pm-GMT Manchester United - Liverpool,"#premierleague,manchester united,liverpool",,['gop'],"house,gop",88weighted,Manchester United
1645,,#PrayerTimes : The time for Asr Shafi has set in according to Glencoe Local Time . Asr Shafi : 15:31 ( 27 Dec ),"asr shafi,glencoe local time,asr shafi",,['gop'],"house,gop",88weighted,"Asr Shafi,Glencoe"
2532,,#Police confirm at least 12 #dead in shooting at #Washington Navy Yard ; one #gunman is dead as manhunt continues ...,#washington navy yard,,['gop'],"house,gop",88weighted,#Washington Navy Yard
2085,,#Pittsburgh #Crime Stoppers Offering Reward In #Knoxville #Shooting - Jul 30 @ 2:37 AM ET …,#knoxville,,['gop'],"house,gop",88weighted,
423,,"#OyeEtoAhoraDike 2 Killed , Multiple Wounded in Miami Shooting : Police : 2 people killed , mult ... #AunSigoAsombrado",miami,"the real story,fbi,trump,carter page","['fbi', 'carter page', 'adviser']","fbi,fisa,trump,carter page",HariNarayanKris,"Multiple Wounded,Miami"
1197,,"#oreillyfactor Bill THINKS he has read &amp; understands the 14th Amendment , but then he 's a simple man . https://t.co/nBRW7bjMLV","bill,14th amendment",,['gop'],"house,gop",88weighted,
673,AHCA,#Ohio woman who called #911 to complain about Chinese food #will get #jail time - Aug 24 @ 12:20 PM ET,#ohio,,[],,ElevatedDream,
3263,,"#npevent Brentwood Estate Walkabout , Holywell ( 15 May 15 at 10:00 )","brentwood,holywell",,['gop'],"house,gop",88weighted,Brentwood Estate Walkabout
2838,,"#NOLA #NOLAjobs Meat Department Assistant Manager - Metairie , Louisiana Dorignac 's Food Center Fri , 11 Sep 2015 18 ...",,,['gop'],"house,gop",88weighted,"Meat Department Assistant Manager,Louisiana"
1465,,#NightAtTheMuseum Saturday Oct . 3rd #GSUHomecoming2K15 &amp; #CAU vs #Morehouse game afterparty $1 until 11:30 x18,"#cau,#morehouse",,['gop'],"house,gop",88weighted,
154,Fiverr,#news Vikings tackle among nine injured after shooting inside Minneapolis nightclub : Linval Joseph gets shot i ...,"vikings,minneapolis,linval joseph",sean spicer carter,[],sean spicer carter page,newton_engineer,"Vikings,Minneapolis,Linval Joseph"
2231,,#NEWS #MASHABLE | Snapchat Responds to New Year 's Eve Security Breach | #TECH - @HCP520,"snapchat,new year 's eve",,['gop'],"house,gop",88weighted,Eve Security Breach
3545,,"#news : University of Virginia announces breach , says attack came from China","university of virginia,china",,['gop'],"house,gop",88weighted,"University,Virginia,China"
370,"resist, TrumpRussia","#ncwx Conditions for Raleigh , NC at 5:49 pm EDT : Current Conditions : Mostly Cloudy , 81 FForecast : Sun - Thunderstorms Early . High : 93 ...","raleigh,nc",carter page,['carter page'],,shannychick,"Raleigh,NC"
